userName,score,content,at,sentiment
Ashar Iccank,5,GM bagus banget 👍,2023-12-15 16:22:56,positif
Muhammad Al Hafidz,5,‏‏‎ ‏‏‎ ‏‏‎ ‏‏‎,2023-12-15 07:01:23,positif
Phantom Wind,1,Sering ngebug Pada sistem permainan,2023-12-14 15:03:52,negatif
Yanwar Noor Wendra,3,Kalo bisa lebih direalistikkan lagi sperti ban pesawt dll,2023-12-14 14:09:20,netral
Syagitha Nuryani putri,5,"Permainan ini sangat bagus dan asik banget, tapi di saat main permainan ini mimpi jadi pilot maupun parkir pesawat",2023-12-14 11:40:40,positif
Jamur Gaming,5,Improve the detail please,2023-12-14 06:05:06,positif
Giovani Pramana Supriyanto,4,Tambahin dong seperti CGK dan lain-lain,2023-12-13 06:26:41,positif
Putri Nur,1,"Gem ribet loding lama,banyak pertanya an dan gak main2 ngabisin paket kota aja..🤮🤮🤮🤮",2023-12-13 05:26:56,negatif
Irmansyah Irmansyah,5,"Menurut saya game ini bagus dan bisa mengembangkan cita-citanya game ini juga bisa di mainkan di mana saja, tapi MB nya ini terlalu besar bagi yang mempunyai RAM kecil apakah MB nya bisa di kurangi",2023-12-13 04:37:43,positif
Dzaky Musyafa,5,I really like this game because it is fun and interesting,2023-12-12 11:03:32,positif
Rasya Alfaro,5,Asyik,2023-12-11 23:51:01,positif
Helena,4,Kenapa setelah di-update untuk klaim wollars nya dihilangkan yang dulu setiap menit bisa klaim sekarang malah gak bisa. Semoga update kedepannya diperbaharui lagi. Terimakasih developer,2023-12-11 14:31:41,positif
Abdul Rahman,4,"Kalo bisa min, update berikutnya, diperlihatkan pesawatnya sampai jauh min, pasti makin asik, dan pesawat yang berlalu lalang diperlihatkan",2023-12-11 10:36:47,positif
pal Tu,2,Okk,2023-12-11 07:13:06,negatif
Alwi Syahed,5,Game nya bagus banyak pesawat banyak bandara 👍,2023-12-10 14:03:42,positif
Dirga Fika,5,Gem ini bagus sekali saya suka liat nya,2023-12-10 10:06:53,positif
Ramadhan Qinthara,5,Perkenalkan nama saya Rama saya mendonlod game ini sejak Oktober dan game ini seru banget cuman yang kurang bagus nya kalo ngeleg patah patah suka keluar sendiri segitu saja saran saya terimakasih semoga game world of airport cepat maju dan berkembang,2023-12-10 07:14:25,positif
Muhammad Misbah Ramadhan,4,"The Best Tapi,Kemahalan Pesawat",2023-12-10 05:41:51,positif
MUHAMAD ILHAM,2,"Susah farm, size terlalu besar",2023-12-09 10:53:10,negatif
Sezer X,5,Jelek sekali,2023-12-09 09:56:38,positif
muhammad erland,3,item di dalam gamenya terlalu mahal,2023-12-09 04:48:18,netral
Hafiz Ridoh,1,Permain nya jelek aku gak bisa naik,2023-12-08 09:33:56,negatif
Alexander Xavier Papilaya,5,Very good 😁👍👍,2023-12-08 07:40:35,positif
Saz Ekueno,3,"Menurut saya untuk update 2.1.0 ini setelah penambahan UI dan beberapa posisi kamera terutama di ATC, sedkit bug yang saya alami sendiri yaitu saat saya membangun penambahan gate di airport, saya tidak dapat penambahan satu kru atau pegawai airport dan satu kontrak, dan itu saja yang saya alami, mohon untuk developer segera di perbaiki bug ini, karena bug ini sangat merugikan seluruh player 🙏🏻",2023-12-07 14:57:33,netral
Tsabil Muhammad,4,game ini bagus tapi saya gak bisa resetkan data saya,2023-12-07 07:59:53,positif
Sumiaty Alelo,2,Pas mau donlot ko lama banget,2023-12-07 06:09:11,negatif
MassRamm,5,Lama gak main makin bagus aja.🥰,2023-12-07 05:56:18,positif
Ahmad Fadil Dzaky,5,Boring,2023-12-07 03:07:16,positif
Al 38,2,Setelah di update walard makin sulit versi lama cuma 1 menit sekarang 2 jam baru dapat geratis wolard,2023-12-06 15:44:15,negatif
Noor Basuki,5,"Jika bisa, tolong detailnya lebih diperhatikan lagi, agar terasa lebih realistik. Khususnya pada roda pendaratan (landing gear), agar bisa keluar dan masuk saat landing atau take off... Terima kasih",2023-12-05 16:31:33,positif
Andri,5,"Game yang sangat bagus, grafiknya mantap Saran saya tolong tambakan lagi suasana dalam bandara, misalnya pembelian tiket, check in, check out",2023-12-05 08:40:13,positif
Farel Aditiya,1,game binTang lol,2023-12-05 07:03:21,negatif
Muh Idris,5,Perbanyak lagi untuk badaranya di area asia.terimakasih,2023-12-05 04:04:21,positif
Jon Smith,1,Ini setelah update tidak bisa masuk ya,2023-12-05 03:31:37,negatif
Bintang Wahyu J,5,"halo developer, menurut saya ini adalah game bandara terbaik, dari segi grafik sangat bagus, kita juga bisa melihat aktifitas bandara seperti aslinya, sebelumnya saya menghubungi developer melalui email perihal bug dan error, semua itu di respon dengan baik dan di selesaikan dengan cepat. yang saya suka dari game ini kita bisa membuat maskapai kita sendiri, harapan update selanjutnya saya bisa memberikan nama pada pesawat saya sendiri, tentu ini menarik bagi saya, terima kasih, best developer.",2023-12-05 03:09:38,positif
Darren Louis Gunawan,5,Update an ini sangat lah bagus dan banyak perbaikan di sini aku semakin suka dengan game ini aku beri bintang 5 untuk game ini 😁🔥👏,2023-12-05 00:27:22,positif
Zello,5,Akan lebih baik jika di dalam menara juga di jadikan sebagai salah satu sudut pandang kamera.,2023-12-04 23:32:01,positif
Aji Prakoso,5,Wow kerennnn.... amazing aku sukaa. Masalah game nya oke sii... Cuma kadang ketika boarding bagasi tiba tiba berhenti sndiri. Sementara waktu jalan terus. Akhirnya kepaksa delay pesawat ku...😭🤣,2023-12-04 15:22:20,positif
Farrel Reborn,5,Good🗿👍,2023-12-04 15:08:34,positif
Marve Rick,2,Saya lebih senang WOA yg dulu bisa menghabiskan waktu dengan gameplay dan sistem kontrak yg mudah Untuk yg mau download ini game sama kaya p*bg perlu ruang yg gede Kalau hape kentang mending jgn daripada meledak hp kalian,2023-12-04 13:33:44,negatif
Akmal Hafizh,5,This game so God,2023-12-04 09:21:07,positif
marthen,5,Please fix it,2023-12-04 02:34:14,positif
Luly Kurniawati,5,Gemeya. Seru,2023-12-03 02:59:43,positif
Muhammad Ghaisan,5,Gamenya udah bagus tapi tolong diperbaiki masalah ketika mau masuk in game karena saya sering nge lag dan tidak bisa masuk kedalam gamenya,2023-12-03 00:40:20,positif
Yasser Albania,1,"Game nya bagus,tapi banyak bug(eror)",2023-12-02 11:30:52,negatif
Nizam Alfata,1,Gamenya bagus tapi loginya lama banget sumpah.tolong di perbaiki dong,2023-12-02 08:32:17,negatif
Kambing gaming,1,kenapa dibuka black screen terus? baikin lah device poco f3,2023-12-01 06:29:26,negatif
iksan ajam,4,Admin tolong ath yang Sn di kirim via English French Montana Hot Reza Lawang Malang Dengan kata hkf ke Ejfejt ke dalam Ejfejt e g Hsjegej di kirim Shegdjgegegegegry j Ejfejt e no hp pembeli Jeh ke tmn,2023-12-01 03:09:56,positif
Dwi Axel Kevan Gultom,3,Ngebug terus terjadi masalah padahal internet aman,2023-11-28 13:02:54,netral
arief mulyow,2,"Lebih suka WOA sebelum update Lebih seru dan menghibur, permainan mudah dipahami",2023-11-28 03:07:11,negatif
Ilham Dwi Saputra,5,Maju terus,2023-11-26 10:11:00,positif
Jovanny Quintas,3,"Thank you, and now i can open because i was update it",2023-11-25 13:15:18,netral
Rafael Desta,5,Untuk developer peringkatkan lagi performa gamenya supaya lebih berpengalaman dalam bermain,2023-11-25 10:47:59,positif
Dede Muliawan,3,Semenjak update jadi aneh game play nya Padahal sebelumnya tinggal beberapa ribu penumpang udah bisa buka bandara baru ini sekarang harus beli buat buka bandara baru,2023-11-24 09:00:47,netral
Eko Yanwar,3,permain an ini bagus tapi juanda surabaya gak ada..kalau gitu saya kasih bintang 3,2023-11-23 19:44:31,netral
Widia Utami,5,"Game keren ada pesawat 1,000,000",2023-11-22 08:27:21,positif
Nevan Vano,3,Bagus dan grafik nya bagus,2023-11-22 05:27:11,netral
fahri candra,1,game 2d ternyata bjir nyesel gw download,2023-11-20 13:10:17,negatif
Raffa Alfarisi,5,I like it,2023-11-19 11:03:50,positif
Shehan Tedy,5,Game nya bagus sekali aku kasih bintang 5,2023-11-19 08:36:08,positif
Leni Widiyanti,5,Game Nya Realistis Dan Ada Siraman Penghormatan Tapi Update Cara Dapet Pesawat Lebih Mudah Dan Yang Lain Lain,2023-11-18 12:32:58,positif
Rendy dewantoro,1,Games kaga asik ah harus beli pke duit hapus aja lah ini games,2023-11-18 04:43:26,negatif
Robi Rahmad,4,Untuk grafik ny tlg dong min seperti kayak di dunia nyata dan kalau penumpang ny pas masuk pesawat jangan hilang dong masa penumpang ny pas sudah masuk kedalam pesawat penumpang ny hilang lansung gak ada kyk realistis ny satu lagi min tolong dong min buat kan mode simulator di game world of airports ini 🙏,2023-11-18 03:55:36,positif
ORG 2021 INDONESIA,5,Tolong kasih armada Indonesia lebih banyak Dan pembelian pesawat gold dengan pesawat silver batas waktunya dikurangi. Jangan terlalu lama harus menunggu 1 minggu baru bisa membeli 10. Kalau bisa pembelian 50 gold pesawat supaya tidak terlalu lama menunggu. Membosankan menunggu,2023-11-17 19:35:43,positif
Aneka Music,5,Mantap saya suka,2023-11-17 11:36:45,positif
Muhammad Ruben Siregar,1,Beberapa hari ngk saya buka Eror ngk bisa masuk game lagi,2023-11-16 14:32:56,negatif
Ahmad Awaludin,5,Ini gema yang bagus👍👍👍😍😎,2023-11-16 02:15:30,positif
Joyo Ningrat,5,Game ya bagus banget seperti nyata,2023-11-14 09:01:27,positif
faizal sall,5,Yuuhhhuuu,2023-11-14 04:10:33,positif
Lampung Selatan,1,Makin banyak penyimpanan juga bisa lag hp saya hanya mengeluhkan itu saja coba MB dari game ini jangan terlalu banyak bisa macet hp saya,2023-11-13 13:12:55,negatif
rifan fadli99,1,Makin aneh aja ini game setelah di update dan makin gak jelas cara mainnya.,2023-11-12 16:55:33,negatif
fikri andana,1,"Terlalu sulit mendapatkan uang nya,, sedang upgrade nya butuh bnyak uang,, dan kontrak nya juga butuh",2023-11-12 07:25:53,negatif
Rangga Febrianto,1,"Di update malah makin bingung mainya bagus versi sebelumnya, saya uninstall",2023-11-11 17:01:13,negatif
Mohammad Arlin Hadi Warsono,3,mohon ditambah lagi untuk reward setiap pengiriman.,2023-11-09 17:15:31,netral
Mico Ramadhany Mico,5,Update bandara Indonesia jakarta pliss,2023-11-08 07:13:35,positif
Player Gaming,1,Sering for close auto uninstal sudah 3x dowload ngabisin kuota aja..terpkasa uninstal,2023-11-06 08:27:14,negatif
Febrianto Putra Elang,5,The game is very good for once again the game is very good,2023-11-05 13:34:31,positif
Apis,3,Saya mau beri tau kenapa aku baru buka game nya tapi malah loading lama banget plisss benerin aku mau mainin juga,2023-11-05 12:41:54,netral
adit aja ygy,5,"halo developer, izin menyampaikan keluhan saya. saya menggunakan perangkat realme 10Pro dan tombol-tombol user interface nya (di sebelah kirinya) tidak full sesuai layar ponsel saya. mohon diperbaiki, soalnya sangat mengganggu ketika saya sedang bermain woa, terimakasih developer 🙏🏻",2023-11-04 12:44:31,positif
Daniel Ganteng,1,Tidak bisa di download,2023-11-04 02:40:33,negatif
Aulia Rahman,1,"maaf memberikan bintang 1. jika terjadi salah langkah, tidak ada pilihan untuk memulai ulang, nominal pendapatan terlalu sedikit.",2023-11-03 20:38:29,negatif
Adi Rey,3,Lama banget cari uang dah,2023-11-01 23:08:30,netral
fatah umar,1,"Game nya bagus, tetapi banyak bug (error) - Dari exp yang tidak terhitung, padahal sudah menyelesaikan penerbangan - Jumlah kontrak error, padahal kontrak aktif lebih sedikit, tetapi dianggap sudah penuh - Jumlah stand penuh, tidak bisa mendararkan pesawat, padahal belum semua stand berisi pesawat",2023-10-30 21:46:13,negatif
Riswanda Himawan,3,"updatenya gajelas dev,jadi susah banget cok dapet duitnya pake sistem kontrak gini. harus nunggu pesawat yg kontrak dengan kita selama 30-60 menit buat balik ke bandaran kita lg kan gila. lu kata kita pengangguran apa banyak waktu nungguin tu pesawat. gua gamasalah sama update lainnya,cuma ini sistem kontrak yang bikin susah mainnya. Saran gua mending balikin lg sistemnya kaya sebelumnya atau diganti yg lebih enjoy buat maen lah.",2023-10-30 14:17:47,netral
Dini Wahyuni,5,Gem nya bagus tapi geleg,2023-10-29 07:32:32,positif
Al Biruni,3,Btw ini kok gak bisa ya? Setelah didownload malah stuck loading. Mohon untuk developer tolong untuk diperbaiki ya,2023-10-29 03:16:14,netral
ndra_VAi,5,Mantap Grafik makin wah.. tapi tambahkan bandara lagi biar makin TOP,2023-10-28 13:52:34,positif
Nur Laelah,1,Game gajelas isi kontrak² pokonya nigame jangan di downlod dah nati nyesel,2023-10-28 13:26:48,negatif
Mita Nurizqi,4,Ya menurut aku sih cukup bagus,2023-10-28 10:34:38,positif
Ibnu Randy,2,"Please!! Gamenya masih ada bug!! Tolong diperbaiki lagi,dengan teliti Makasih!!!",2023-10-27 16:17:47,negatif
SQG AVIATOR SINTANG,5,game nya keren banget grafik nya juga bagus dan banyak pesawat lain nya,2023-10-27 12:31:34,positif
Meysaputri224 Meysaputri505,2,Wel,2023-10-26 14:34:12,negatif
Dini purnama Sari Dini purnama Sari,3,Blm tentu geme ny sebagus ap,2023-10-26 12:08:42,netral
Heppy Simanjuntak,5,This game is so good👏🏻,2023-10-26 06:08:15,positif
Atet Santans,5,Tolong di update ke versi yang baru,2023-10-26 04:19:17,positif
Natan Haryo Prahastomo (Natan),5,Tolong tambahkan bandara Soekarno Hatta International Airport Indonesia,2023-10-25 10:26:45,positif
For Anonymus Purpose,1,Insane power consumtion and it just get worse,2023-10-22 09:28:28,negatif
Mbahnya Haidar,5,World of airports nice,2023-10-21 21:38:06,positif
meylina lodi,5,Aku rating 5 karena aku suka berterbangan di alamm!,2023-10-21 15:54:53,positif
Azka Alghifari,1,"Pesawatnya terbang, tapi kameranya tertinggal",2023-10-21 12:09:32,negatif
Widya Masulah,1,Pas saya masuk Gem nya error dan Ada Tulisan terjadi masalah saya kasih 1 dulu,2023-10-21 07:00:50,negatif
Ex Danger,1,Tolong,2023-10-21 00:52:31,negatif
Dani Nanda,1,gem nya bagus,2023-10-20 00:57:29,negatif
Rudy Nugraha,1,"Game apaan ini, setelah sekian lama gak main, pas main model nya gak jelas banget, mana ada sistem kontrak segala, ga ada otomatis takeoff sama landing, hal yg sensitif yaitu susah nya dapet duit...KEMBALIKAN KE VERSI SEBELUM NYA...jng sarankan keluhan ini ke email, forward aja ini sama anda sendiri, paham kan....!!!! sementra game ini DI UNINSTAL !",2023-10-19 07:28:55,negatif
M. Maher Adeva,5,bagus banget game nya,2023-10-18 11:38:53,positif
Ricky Mirda,5,why doesn't anyone handle Indonesian airports?,2023-10-17 11:49:58,positif
siti solihatun,5,"permainan bagus grafik lumayan , tolong update tambahin bandara soekarno hatta jakarta indonesia dan ngurah rai bali , livery pesawat tambah GARUDA INDONESIA , LION AIR , SRIWIJAYA , NAM AIR , PELITA AIR , SUPER AIR JET . PLIIIISS",2023-10-16 03:50:41,positif
Ardi ais,3,Tolong waktu menangani pesawat jangan lama-lama bosen nunggunya dan perbaiki lagi pesawat yang tidak ada pilotnya,2023-10-15 05:32:57,netral
Virsya Husein,2,Game taik,2023-10-13 07:09:56,negatif
Muhammad Firdaus Adi Suryansyah,4,"Overal sudah bagus,tapi menurut aku kalau bisa kita bisa membuat nama maskapai kita sendiri",2023-10-13 02:35:38,positif
Acill kumohon,1,Game Tolol Bagusan Rfs Gua Kira Mengemudi Tolol🤬,2023-10-13 01:01:42,negatif
Rocky Andika,5,Game ini bagus sekali tapi mana pesawat Ryanair?,2023-10-10 22:40:20,positif
Jalinuu02,5,Ini game nya bagus grafiknya dan saya suka banget... thanks for game WOA,2023-10-09 11:31:57,positif
Aviv,5,"Please, bikin rodanya bisa naik setelah take off",2023-10-09 10:57:27,positif
Bang Peace 18,5,"Game seru untuk belajar mengetahui segala proses di penerbangan, dan manajemen yg baik..cuman, tambahkan kamera di dalam cokcpit pesawat pribadi agar lebih seru lagi 👍😎",2023-10-08 06:42:00,positif
Toki Ice,4,Koin silvernya di tambah lagi dong Kalo bisa pas tuker koin silver ke gold gada limitnya 🤧 masa mau tuker ke koin gold 1x dalam 1 hari,2023-10-07 10:14:23,positif
Sulies Tyawati,5,Top markotop mantap gan,2023-10-07 04:25:10,positif
Bartoman Malau,1,Gak baik,2023-10-06 13:39:55,negatif
Liza Amelia,2,Yang pas di download lama banget,2023-10-06 11:39:41,negatif
Samuel Telaumbanua,1,Tiba tiba keluar saat mau main atau saat loading,2023-10-06 06:59:00,negatif
RZ Resita,1,Gak bisa dimainin mending real flight simulator,2023-10-06 06:53:16,negatif
Rizki Muhamadapriyana,4,Coba dulu kalo bagus nanti tambahin lagi bintang nya,2023-10-05 23:04:03,positif
jakwan aja,1,G jelas malah keluar,2023-10-04 13:29:16,negatif
Raymond Lie,5,Tolong tambahin bandara Soekarno Hatta airport,2023-10-04 07:23:27,positif
Fajar Syifa,3,Game p2w,2023-10-03 15:42:20,netral
Cara mengolah Pcb,4,Bagus gems ini tetapi kenapa harus menggunakan kontros sendiri kenapa tidak pelayer aja yang kontros itu kekurangan nya harus pesawat di kontrol oleh pelayer baru bagus sampe tujuwan,2023-09-29 17:54:24,positif
ahmad muadhin,3,tolong kasih ger down dong saat tek of sama lending,2023-09-27 16:26:28,netral
Azka Rahman,5,AZKA KABUR ✈PESAWATNYA,2023-09-27 12:45:56,positif
Jepri Gonjales,5,Seru cuma coin nya dapat sedikit,2023-09-26 03:25:43,positif
Aris Setiyono,1,"Cuma naik turun penumpan pesawat bongkar pasang barang bawaan terus take off landing datang pergi PP,begitu dan seterusnya buat bosen tak ada main pilot terbangi pesawat sendiri hanya pencet2 datang pergi pesawat tidak menarik menurut saya!karena tidak ada kegiatan menerbangkan pesawat secara sendiri disini ,si Pemain hanya kontrol datang pergi pesawat jadi tak ada rasanya jadi Pilot penerbang pesawat Di Kabin pesawat, punya pesawat sendiri juga sudah tapi hanya Dateng dan pergi itu control burk",2023-09-26 01:10:03,negatif
Zada Allnadjar,5,good👍,2023-09-24 09:43:47,positif
muhammad banurea,1,Karena dowload sangat lambat 🤬🤬🤬,2023-09-24 02:05:28,negatif
Abah Anak,5,Kada tahu,2023-09-22 06:55:34,positif
arief mulyow,2,Miss old WOA,2023-09-22 04:45:25,negatif
Turu Dek,5,Grafik hd dan bagus,2023-09-21 08:55:02,positif
Fernandi Hakim Maulana,3,Permainannya bagus dan mudah dipahami Tapi sayangnya beli pesawat sekarang harus pakai koin emas :(,2023-09-20 06:21:44,netral
Rong Dong,5,👍✅,2023-09-20 01:44:01,positif
Dimas Fajaramanda,1,"Bintang 1 dulu game ok , coba miripin kaya di game sebelah traffic air controll biar enak gitu main game terus + in buat landing jangan landing take off itu tiba tiba hilang dan muncul coba deh di perbarui kaya game sebelah thanks you",2023-09-18 16:30:34,negatif
Ken Arok,1,Diperbarui malah banyak bug tolol,2023-09-18 06:22:21,negatif
Irfan Maryanto,2,Lumauan buat bt hati yang sakit.,2023-09-17 15:12:56,negatif
Dosma Tobing,4,"Bagus sih gamenya,dari grafik juga not bad,tapi kalo udh buka bandara baru jangan di riset lagi lah progres di bandara pertama",2023-09-15 08:02:01,positif
Ko Cang,5,Update lagi min tambahin bandara soekarno-hatta min biar bagus + asik,2023-09-14 12:03:43,positif
Ape Padakasih,5,Teng teng joblos gambar banteng,2023-09-12 13:32:48,positif
safik hadi,1,"Kalau bisa adain penangaman otomatis pas ditinggal+sering sering adain event biar ga bosen,bandara ASEAN tambahin,mode online adain",2023-09-11 19:12:10,negatif
Arrizky Anugerah,5,Plis tambahkan maskapai indonesia dan bandara di indonesia,2023-09-10 10:58:33,positif
Revan Revan,1,"Ini kenapa ya kok pas mau masuk ke game kayak error tulisannya kayak gini ""TERJADI MASALAH""aku ketuk lagi tetap sama aja tolong developer hilangkan error ini.",2023-09-08 13:45:35,negatif
Nur Fajri,1,Saya main game ini di xiaomi pad 6 tidak muncul dilayar blacksreen ..tolong perbaiki untuk support ke tablet,2023-09-07 12:34:50,negatif
Saiful Pul02,3,Bisa offline apa gak,2023-09-05 16:31:12,netral
Aldi Hermawan,1,"Really developer? Saya baru buka game aja loading lama sekali padahal jaringan saya sangat bagus, kemudian saya reload gamenya pas masuk malah eror udah kayak tv jadul kresek kresek. So sorry for developer, tingkatkan lagi supaya gamenya bagus",2023-09-04 20:46:17,negatif
Miftahudin sasmito,5,Terima kasih semoga sukses,2023-09-04 16:40:25,positif
Muhammad Nisyam,1,Baguss sih tapi pesawat nya jelek,2023-09-04 05:29:38,negatif
Bos Tayang,1,gk jelas,2023-09-03 18:00:10,negatif
Planeboom Boom,1,Aplikasi gak bisa di isntal,2023-09-03 09:31:44,negatif
Lutfilah Abiy,1,Gamenya sih bagus aja tapi gak offline,2023-09-03 07:59:24,negatif
Budiwaseso Rahmad,5,"Leipzig Airport is very good, but there are few passenger terminals. can it be updated again or not? I'm really excited at this airport",2023-09-02 14:18:14,positif
Ahmad Rumi Firapy,5,please add the lion air A330 aircraft,2023-09-02 08:59:05,positif
Eti Nurwati,4,Gerafiknya bagus tapi gak tau aslinya,2023-09-02 06:11:00,positif
abdan izzatul2,5,sering terjadi kesalahan internal yang mengganggu dan gabisa nonton iklan padahal butuh banget padahal dulu bisa² aja sekarang kaga jelas,2023-09-01 11:08:15,positif
Bambang Nuryanto,5,Kereeenn,2023-08-31 07:10:51,positif
Chumaidi Naz,1,"Updatenya ga seru.... Pencapaian yang dulu diraih malah hilang, padahal udah punya banyak pesawat pribadi",2023-08-30 02:31:21,negatif
Muhammad Ichsanur,5,Amazing game man,2023-08-29 12:53:12,positif
Daffa Naufal izzul Daffa,1,Geme kek gini 5 GB udh ga seru,2023-08-29 03:25:19,negatif
Muhammadalan496,5,"Dobrý den, jsem z Indonésie, hra je velmi dobrá, pouze 2 otázky k této hře, 1. cena zlatých mincí na letadla a stříbrných mincí na letadla je příliš drahá, prosím, zlevněte ji, 2. neexistuje žádné tlačítko pro ukončení hra, děkuji, vždy hodně štěstí",2023-08-28 18:41:37,positif
fikriabdul hafidin2801,1,Min ko tidak bisa di download,2023-08-28 07:50:30,negatif
Hafizh Maulana,1,banyak bug,2023-08-28 01:35:57,negatif
Just kidd,2,"Lebih bagus versi yang sebelumnya, inis pake kru dan kontrak kontrak segala bikin ribet",2023-08-27 15:26:39,negatif
Dede Tommy,5,Seru pokoknya,2023-08-27 09:02:32,positif
Siti Koyimah,4,saya ingin Dev masukan game ini ke PC atau beri saya linknya memang sudah ada,2023-08-27 08:56:24,positif
The “ELP” Dark Knight,1,Ga seru,2023-08-26 15:18:01,negatif
Deb Bay,5,New airport🙏 Singapore,2023-08-26 05:46:46,positif
Banyu Ka,5,Game Ini Sangat Keren,2023-08-26 01:13:06,positif
Keizo Sakamoto,5,Tambahkan pesawat dc 3 dan dc 10,2023-08-25 16:20:11,positif
Rizki Firdaus,5,Hafid dan anggota keluarga Putin programmer diri Ludwankara God,2023-08-23 15:18:42,positif
Nindita Rania Anjani Nurdin,5,keseluruham sangat sangat bagus. Developer sudah memikirkan semua segi dalam membuat game ini. Maju terus jangan dengar pendapat yang tidak membangun,2023-08-23 10:55:23,positif
yaa kali,5,"i like this game, i like how we can control airport, but , please the price of the plane is not too expensive,",2023-08-23 08:54:53,positif
Makmun Ganteng,5,game ya seruu karena kita bisa jadi kecil karena game ya seruu jadi saya kasi retin 5,2023-08-23 06:43:21,positif
Fikz Doneko,5,Game nya bagus keren mantap,2023-08-20 14:55:02,positif
Prasetyo Setiawan,5,"Untuk grafik udah bagus banget, tapi kalau bisa tambahkan bandara di indonesia yang banyak jangan hanya bandara di eropa saja dan juga tambahkan fitur mengemudikan pesawat dari bandara asal ke bandara tujuan, atau bisa disebut sebagai pilot penerbangan. Itu saran dari saya, thanks",2023-08-20 04:06:06,positif
Naufal Naufal,5,Emm. Cukup menyenangkan👍👍👍👍👍,2023-08-20 01:51:05,positif
Ahmad Aslam Al Ghifari,5,"for developers, overall the gameplay is pretty good with updates adding features or changes to the features themselves, but I'm a little disappointed with the contract and crew system, well maybe it's more challenging but if possible the crew is bought using game money and don't use silver or gold games, because it's very difficult especially when I collect silver to buy a plane instead of buying a crew, thank you that's all I can say, keep up the spirit and take care of your health",2023-08-17 23:46:10,positif
Reihan Hafid,5,Good Game Mungkin Next Update Wajib Sih Di Tambahin / Di Perbanyak Lagi Bandara Dari Negara Lain Tidak Cuma Di Eropa Saja,2023-08-17 07:59:45,positif
Maikel Maikel,4,Game ini bagus tapi ada lucunya aku Darat India pesawat nnya tapi malah sayapnya yang duluan mendarat langsung hancur,2023-08-16 13:43:18,positif
Jarot Raharjo,3,Bagus sih update.... aku suka tapi...... datanya hilang semua..... ulang dari awal...... :( sama jadi lag jali aku kasih bintang ⭐⭐⭐ (3),2023-08-14 09:13:19,netral
Ancha _a07,3,Game nya bagsu banget tapi minesnya uang yang di hasilkan sedikit sekali,2023-08-13 23:44:45,netral
alkhalif paul nasrun,5,Aku suka game ini karena sangat baik dan benar meski ada wanita sus 😅,2023-08-12 18:30:24,positif
Hasbi Al fatih,5,Kerja bagus ini,2023-08-12 10:16:30,positif
Mikhael Bernadine,5,Gamenya keren sangat bisa buat live stremeng,2023-08-12 09:08:27,positif
Agas Ppratamaratama,1,Kenapa udah masuk tapi suka kembali sendiri,2023-08-11 17:31:39,negatif
Mikaeel Widian,5,Keren tapi aku tak bisa main karena play store nya,2023-08-11 17:01:55,positif
Nuryamin Bae Nuryamin,5,Riko keren,2023-08-11 03:34:58,positif
Daniel Hutahaean,1,Penghasilan nya dikit ga enak bosan di tambah pesawat lama datang,2023-08-10 23:52:15,negatif
NAUFAL ANUGRAH,5,punyaku susah login kenapa ni? apa ada bug atau server overload? mohon bantuannya.,2023-08-10 15:00:28,positif
Iska Delow,3,Gem nya seru tapi loading nya lama banget,2023-08-09 02:39:02,netral
Imam Gazali,3,Malah gabisa di mainin lagi padahal sudah mau level tinggi.. Kecewabanget,2023-08-08 22:42:51,netral
Evan Syah,5,"Gamenya bagus,tapi tolong bikin gamenya bisa dua akun biar bisa ganti akun:(",2023-08-07 13:41:42,positif
Tegar Vernandsa,1,"Setelah di update tidak menyenangkan karena sistem kontrak, sudah nyari duit susah harus ngontrak lagi",2023-08-07 11:34:48,negatif
Dimas Gumelar,3,"Kenapa punya saya tempat untuk berhenti pesawat jadi tidak bisa dipakai? Padahal sebelum update terpakai semua, sekarang gak bisa terpakai, dulu sudah dibeli sekarang cuma 2 yang bisa dipakai.. sekarang harus beli lagi dari awal. Mana uangnya sedikit.",2023-08-07 04:49:50,netral
Sahal Mhmmd,1,Sahal Jdnvdo Dnkbd,2023-08-06 13:14:27,negatif
ABYT,5,Game nya sudah bagus tapi bisa nga kalo di tambah kan bandara yang ada di indonesia kalo bisa sih keren,2023-08-06 02:11:58,positif
Bintang Oki,5,Bagus bnget gemes nya,2023-08-05 19:32:31,positif
Sayyid Ibnu Idrus,1,Tolong untuk gold pesawat jangan terlalu mahal dan susah untuk di dapatkan permudah mendapatkan gold pesawat jika sudah di perbaiki saya tambah bingtangnya,2023-08-05 17:27:23,negatif
Ramdani Purnama,1,Ga gu na,2023-08-05 15:40:33,negatif
Bu Padillah,5,Grafik epik pesawat keren sebagai Pecinta penerbangan gua patut Bangga terimakasih,2023-08-05 11:39:33,positif
ok mfirhann,5,Game nya bagus cocok di mainkan jadinya aku kasih bintang 5,2023-08-05 02:40:28,positif
Fahmi Azhari,2,Ngebug di paraguay masuk langsung blank,2023-08-05 02:01:41,negatif
Yudhika Tampubolon,5,Bagus bangat,2023-08-04 12:59:30,positif
